top - 18:03:20 up 52 days,  6:27,  1 user,  load average: 0,04, 0,05, 0,04
Tasks: 528 total,   1 running, 522 sleeping,   5 stopped,   0 zombie
%Cpu(s):  0,3 us,  0,3 sy,  0,0 ni, 99,5 id,  0,0 wa,  0,0 hi,  0,0 si,  0,0 st
MiB Mem : 128551,2 total, 112903,1 free,   2579,6 used,  13068,5 buff/cache
MiB Swap:   2048,0 total,   1242,9 free,    805,1 used. 124734,6 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
3290243 rmikhail  20   0   12600   4420   3428 R   6,7   0,0   0:00.01 top
   2364 gdm       20   0  342528      4      4 S   0,0   0,0   0:00.00 gsd-pri+
   2403 gdm       20   0  162596   1212    804 S   0,0   0,0   0:00.02 gvfsd-m+
   2560 root      20   0  167548    876      0 S   0,0   0,0   0:00.23 gdm-ses+
   2576 labadmin  20   0   19940   5588   4136 S   0,0   0,0  16:55.40 systemd
   2577 labadmin  20   0  169896    152      0 S   0,0   0,0   0:00.00 (sd-pam)
   2583 labadmin   9 -11 2720228   1312    244 S   0,0   0,0   0:00.67 pulseau+
   2585 labadmin  39  19  585628   8248   5984 S   0,0   0,0   0:00.32 tracker+
   2589 labadmin  20   0    8200   1160      0 S   0,0   0,0   0:00.68 dbus-da+
   2591 labadmin  20   0  240524    576      0 S   0,0   0,0   0:00.16 gnome-k+
   2608 labadmin  20   0  240056    528      0 S   0,0   0,0   0:00.06 gvfsd
   2613 labadmin  20   0  378352      0      0 S   0,0   0,0   0:00.00 gvfsd-f+
   2620 labadmin  20   0  314392   3300   1704 S   0,0   0,0   1:15.92 gvfs-ud+
   2627 labadmin  20   0  317068    420      0 S   0,0   0,0   3:31.16 gvfs-af+
   2632 labadmin  20   0  236048    400      0 S   0,0   0,0   0:00.01 gvfs-mt+
   2637 labadmin  20   0  238456    524     80 S   0,0   0,0   0:00.01 gvfs-gp+
   2642 labadmin  20   0  236220   1368    984 S   0,0   0,0   0:00.02 gvfs-go+
   2647 labadmin  20   0  553636   1732   1176 S   0,0   0,0   0:00.92 goa-dae+
   2648 root      10 -10       0      0      0 S   0,0   0,0   0:00.00 krfcommd
   2655 labadmin  20   0  315100   1356      0 S   0,0   0,0   4:44.70 goa-ide+
   2671 labadmin  20   0  164360      4      4 S   0,0   0,0   0:00.00 gdm-x-s+
   2673 root      20   0  326076  40624  21372 S   0,0   0,0   0:12.36 Xorg
   2679 labadmin  20   0  188560      4      4 S   0,0   0,0   0:00.01 gnome-s+
   2746 labadmin  20   0    6040     36      0 S   0,0   0,0   0:26.94 ssh-age+
   2763 labadmin  20   0  305416      0      0 S   0,0   0,0   0:00.00 at-spi-+
   2768 labadmin  20   0    7380    588    212 S   0,0   0,0   0:00.03 dbus-da+
   2841 labadmin  20   0   90404      0      0 S   0,0   0,0   0:00.00 gnome-s+
   2848 labadmin  20   0  410708   1940   1200 S   0,0   0,0   0:01.12 gnome-s+
   2863 labadmin  20   0 7055052 103156  38020 S   0,0   0,1  32:14.20 gnome-s+
   2920 labadmin  20   0  311392      4      4 S   0,0   0,0   0:00.05 ibus-da+
   2924 labadmin  20   0  236864      0      0 S   0,0   0,0   0:00.00 ibus-dc+
   2925 labadmin  20   0  276732     32      0 S   0,0   0,0   0:00.44 ibus-ex+
   2927 labadmin  20   0  199000    104      0 S   0,0   0,0   0:00.12 ibus-x11
   2930 labadmin  20   0  236848    576    252 S   0,0   0,0   0:00.07 ibus-po+
   2942 labadmin  20   0  162916    772    612 S   0,0   0,0   0:00.03 at-spi2+
   2946 labadmin  20   0  235940      0      0 S   0,0   0,0   0:00.00 xdg-per+
   2948 labadmin  20   0  581132      0      0 S   0,0   0,0   0:00.01 gnome-s+
   2957 labadmin  20   0 1070544   4476   3448 S   0,0   0,0   0:00.45 evoluti+
   2966 labadmin  20   0  839020   2520   1528 S   0,0   0,0   0:01.45 evoluti+
   2971 labadmin  20   0  156208   2088   1616 S   0,0   0,0   0:00.02 dconf-s+
   2985 labadmin  20   0  673528    648      0 S   0,0   0,0   0:00.93 evoluti+
   2999 labadmin  20   0 2930632      0      0 S   0,0   0,0   0:00.02 gjs
   3011 labadmin  20   0  314300    652    152 S   0,0   0,0   0:00.32 gvfsd-t+
   3024 labadmin  20   0  309996      0      0 S   0,0   0,0   0:00.00 gsd-a11+
   3025 labadmin  20   0  421556   3332   2908 S   0,0   0,0   0:27.35 gsd-col+
   3026 labadmin  20   0  373948      0      0 S   0,0   0,0   0:00.00 gsd-dat+
   3027 labadmin  20   0  312132   4332   3840 S   0,0   0,0   3:22.24 gsd-hou+
   3030 labadmin  20   0  346960   1208    368 S   0,0   0,0   0:00.35 gsd-key+
   3032 labadmin  20   0  689116   1064     12 S   0,0   0,0   0:00.69 gsd-med+
   3033 labadmin  20   0  421156   2236   1448 S   0,0   0,0   0:07.79 gsd-pow+
   3035 labadmin  20   0  248560    984    676 S   0,0   0,0   0:00.54 gsd-pri+
   3037 labadmin  20   0  457440   1684   1216 S   0,0   0,0   0:00.87 gsd-rfk+
   3039 labadmin  20   0  235852      4      4 S   0,0   0,0   0:00.00 gsd-scr+
   3042 labadmin  20   0  465112   2592   1360 S   0,0   0,0   4:37.01 gsd-sha+
   3045 labadmin  20   0  315500      0      0 S   0,0   0,0   0:00.00 gsd-sma+
   3050 labadmin  20   0  319684      0      0 S   0,0   0,0   0:00.00 gsd-sou+
   3053 labadmin  20   0  385304      0      0 S   0,0   0,0   0:00.00 gsd-usb+
   3057 labadmin  20   0  272772    124      0 S   0,0   0,0   0:00.11 gsd-wac+
   3061 labadmin  20   0  314424      0      0 S   0,0   0,0   0:00.00 gsd-wwan
   3066 labadmin  20   0  346940    528      0 S   0,0   0,0   0:00.19 gsd-xse+
   3075 labadmin  20   0  231808   1356      0 S   0,0   0,0   0:02.16 gsd-dis+
   3090 labadmin  20   0  646952   3816   2512 S   0,0   0,0   0:08.16 evoluti+
   3098 labadmin  20   0  342528      4      4 S   0,0   0,0   0:00.00 gsd-pri+
   3132 labadmin  20   0  163040      0      0 S   0,0   0,0   0:00.02 ibus-en+
   3196 labadmin  20   0  869032   5496   1600 S   0,0   0,0   0:26.09 gnome-c+
   3500 labadmin  20   0  814868   1728   1364 S   0,0   0,0   0:00.79 gnome-t+
   3584 labadmin  20   0   11356      8      4 S   0,0   0,0   0:00.02 bash
   3629 labadmin  20   0  162600   2660   2256 S   0,0   0,0   0:00.02 gvfsd-m+
   3632 labadmin  20   0  420800  12932   9524 S   0,0   0,0   2:11.83 update-+
   3703 labadmin  30  10  940728  13480   4052 S   0,0   0,0   0:02.50 update-+
  15248 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 xfsalloc
  15249 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 xfs_mru+
  15253 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsIO
  15254 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15255 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15256 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15257 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15258 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15259 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15260 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15261 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15262 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15263 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15264 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15265 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15266 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15267 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15268 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15269 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15270 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15271 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15272 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15273 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15274 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15275 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15276 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15277 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsComm+
  15278 root      20   0       0      0      0 S   0,0   0,0   0:00.00 jfsSync
  80698 labadmin  20   0  648800    168      0 S   0,0   0,0   0:00.37 check-n+
1170183 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
1187550 root      20   0       0      0      0 I   0,0   0,0   0:24.37 kworker+
1213489 labadmin  20   0    2616     68      0 S   0,0   0,0   0:00.00 sh
1213490 labadmin  20   0  648796  24628    516 S   0,0   0,0   0:00.36 check-n+
1221088 root      20   0 2873016  27352  15688 S   0,0   0,0   8:43.98 snapd
1225131 root      20   0       0      0      0 I   0,0   0,0   0:04.49 kworker+
1258618 root      20   0       0      0      0 I   0,0   0,0   0:27.06 kworker+
1267175 root      20   0       0      0      0 I   0,0   0,0   0:24.18 kworker+
1284436 root      20   0       0      0      0 I   0,0   0,0   0:03.81 kworker+
1437351 root      20   0       0      0      0 I   0,0   0,0   0:23.52 kworker+
1510244 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
1948005 akashchi  20   0   19580   5468   4268 S   0,0   0,0   0:00.30 systemd
1948006 akashchi  20   0  173084   1112      0 S   0,0   0,0   0:00.00 (sd-pam)
1948013 akashchi  39  19  585488  12444   5024 S   0,0   0,0   0:00.11 tracker+
1948023 akashchi  20   0    7400    956    556 S   0,0   0,0   0:00.05 dbus-da+
1948051 akashchi  20   0  240060    468      0 S   0,0   0,0   0:00.01 gvfsd
1948056 akashchi  20   0  312816      0      0 S   0,0   0,0   0:00.00 gvfsd-f+
1948064 akashchi  20   0  314388   1628      4 S   0,0   0,0   0:19.18 gvfs-ud+
1948085 akashchi  20   0  317068    440      0 S   0,0   0,0   0:54.28 gvfs-af+
1948093 akashchi  20   0  236048    384      0 S   0,0   0,0   0:00.00 gvfs-mt+
1948108 akashchi  20   0  238452    836    420 S   0,0   0,0   0:00.00 gvfs-gp+
1948117 akashchi  20   0  236220   1040    564 S   0,0   0,0   0:00.00 gvfs-go+
1948121 akashchi  20   0  553632   4988      4 S   0,0   0,0   0:00.08 goa-dae+
1948128 akashchi  20   0  315100   2372      0 S   0,0   0,0   2:24.51 goa-ide+
1995409 root      20   0       0      0      0 I   0,0   0,0   0:07.38 kworker+
1995453 root      20   0       0      0      0 I   0,0   0,0   0:11.34 kworker+
1995454 root      20   0       0      0      0 I   0,0   0,0   0:15.64 kworker+
2126686 root      20   0       0      0      0 I   0,0   0,0   0:40.08 kworker+
2248091 root      20   0       0      0      0 I   0,0   0,0   0:06.90 kworker+
2248100 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
2248102 root      20   0       0      0      0 I   0,0   0,0   0:29.60 kworker+
2258625 root      20   0   12608    736      0 S   0,0   0,0   0:00.01 sudo
2258637 root      20   0 2447340   9984    272 S   0,0   0,0   2:35.93 docker
2258726 root      20   0  719820   3920   1368 S   0,0   0,0   1:38.08 contain+
2258748 root      20   0    4248    684      4 S   0,0   0,0   0:00.07 bash
2437229 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
2624996 root      20   0       0      0      0 I   0,0   0,0   0:10.46 kworker+
2625171 root      20   0       0      0      0 I   0,0   0,0   1:24.42 kworker+
3000395 labadmin  20   0    2616      0      0 S   0,0   0,0   0:00.00 sh
3000396 labadmin  20   0  648796    168      0 S   0,0   0,0   0:00.37 check-n+
3064585 root      20   0       0      0      0 I   0,0   0,0   0:04.71 kworker+
3100856 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
3133150 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
3136861 root      20   0       0      0      0 I   0,0   0,0   0:02.73 kworker+
3139822 root      20   0       0      0      0 I   0,0   0,0   0:03.07 kworker+
3151473 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
3168514 root      20   0       0      0      0 I   0,0   0,0   0:02.76 kworker+
3184706 root      20   0       0      0      0 I   0,0   0,0   0:14.16 kworker+
3184720 root      20   0   28776   8952   7416 S   0,0   0,0   0:00.04 cupsd
3184722 root      20   0  176360  12632  11056 S   0,0   0,0   0:00.02 cups-br+
3184755 root      20   0       0      0      0 I   0,0   0,0   0:01.63 kworker+
3186810 root      20   0       0      0      0 I   0,0   0,0   0:36.41 kworker+
3190160 root      20   0       0      0      0 I   0,0   0,0   0:03.39 kworker+
3190815 root      20   0  711072  78856  21248 S   0,0   0,1  18:08.87 BESClie+
3190931 root      20   0  169920   7812   7136 S   0,0   0,0   0:25.21 XBESCli+
3198510 root      20   0       0      0      0 I   0,0   0,0   0:01.37 kworker+
3198782 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
3202197 root      20   0       0      0      0 I   0,0   0,0   0:01.48 kworker+
3203852 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
3206244 root      20   0       0      0      0 I   0,0   0,0   0:02.41 kworker+
3206363 rmikhail  20   0   19476  10236   8260 S   0,0   0,0   0:00.16 systemd
3206364 rmikhail  20   0  173084   4728      0 S   0,0   0,0   0:00.00 (sd-pam)
3206369 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
3206372 rmikhail  39  19  513884  26740  16528 S   0,0   0,0   0:00.25 tracker+
3206384 rmikhail  20   0    7392   4516   3968 S   0,0   0,0   0:00.06 dbus-da+
3206409 rmikhail  20   0  240056   7852   6960 S   0,0   0,0   0:00.01 gvfsd
3206414 rmikhail  20   0  312816   6476   5812 S   0,0   0,0   0:00.00 gvfsd-f+
3206422 rmikhail  20   0  314396   9900   7916 S   0,0   0,0   0:00.48 gvfs-ud+
3206440 rmikhail  20   0  317068   9028   8016 S   0,0   0,0   0:01.16 gvfs-af+
3206448 rmikhail  20   0  236048   6040   5436 S   0,0   0,0   0:00.00 gvfs-mt+
3206460 rmikhail  20   0  238456   7244   6416 S   0,0   0,0   0:00.00 gvfs-gp+
3206464 rmikhail  20   0  236220   5968   5432 S   0,0   0,0   0:00.00 gvfs-go+
3206468 rmikhail  20   0  553632  34868  28692 S   0,0   0,0   0:00.01 goa-dae+
3206476 rmikhail  20   0  315100   8876   7836 S   0,0   0,0   0:02.85 goa-ide+
3206621 rmikhail  20   0    2616    596    528 S   0,0   0,0   0:00.00 sh
3206631 rmikhail  20   0 1003484 142676  43208 S   0,0   0,1   0:57.85 node
3206671 rmikhail  20   0  888016  72588  39664 S   0,0   0,1   0:44.98 node
3206699 rmikhail  20   0 1050156 115748  39148 S   0,0   0,1   0:30.23 node
3207519 rmikhail  20   0   11520   5832   3860 S   0,0   0,0   0:00.39 bash
3209565 rmikhail  20   0  162596   6536   5940 S   0,0   0,0   0:00.00 gvfsd-m+
3209631 root      20   0       0      0      0 I   0,0   0,0   0:01.43 kworker+
3209632 root      20   0       0      0      0 I   0,0   0,0   0:00.29 kworker+
3209633 root      20   0       0      0      0 I   0,0   0,0   0:00.63 kworker+
3209749 root      20   0       0      0      0 I   0,0   0,0   0:01.97 kworker+
3219995 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
3224868 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
3228635 root      20   0       0      0      0 I   0,0   0,0   0:29.12 kworker+
3232903 rmikhail  20   0   11584   3384   3076 T   0,0   0,0   0:00.00 top
3233100 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
3233752 rmikhail  20   0   11584   3492   3184 T   0,0   0,0   0:00.00 top
3233851 rmikhail  20   0   11584   3456   3148 T   0,0   0,0   0:00.00 top
3240718 rmikhail  20   0   11524   5728   3784 S   0,0   0,0   0:00.16 bash
3240872 rmikhail  20   0   11584   3452   3140 T   0,0   0,0   0:00.00 top
3240967 rmikhail  20   0   11584   3452   3140 T   0,0   0,0   0:00.00 top
3241596 rmikhail  20   0   11524   3464   1540 S   0,0   0,0   0:08.19 bash
3250049 rmikhail  20   0   11392   5460   3640 S   0,0   0,0   0:00.02 bash
3265197 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
3274979 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
3283648 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
3284840 root      20   0       0      0      0 I   0,0   0,0   0:00.11 kworker+
3285387 root      20   0   13740   9072   7608 S   0,0   0,0   0:00.02 sshd
3285468 rmikhail  20   0   14656   6984   4500 S   0,0   0,0   0:00.63 sshd
3285469 rmikhail  20   0   10100   3924   3456 S   0,0   0,0   0:00.03 bash
3285527 rmikhail  20   0   21,6g 811264  50780 S   0,0   0,6   0:29.27 node
3285538 rmikhail  20   0 1048108 101344  39060 S   0,0   0,1   0:07.19 node
3286710 rmikhail  20   0  399460 362128  13768 S   0,0   0,3   0:22.84 cpptools
3286817 rmikhail  20   0   11392   5528   3728 S   0,0   0,0   0:00.01 bash
3286836 rmikhail  20   0  604268  54732  38400 S   0,0   0,0   0:00.14 node
3287299 rmikhail  20   0   10,9g 101064  41736 S   0,0   0,1   0:01.81 node
3288462 root      20   0       0      0      0 I   0,0   0,0   0:00.06 kworker+
3289241 root      20   0       0      0      0 I   0,0   0,0   0:00.01 kworker+
3289331 rmikhail  20   0    8420    516    452 S   0,0   0,0   0:00.00 sleep
3475036 root      20   0       0      0      0 I   0,0   0,0   0:45.17 kworker+
3527971 akashchi  20   0  162600   1272    668 S   0,0   0,0   0:00.00 gvfsd-m+
3702169 labadmin  20   0    2616      0      0 S   0,0   0,0   0:00.00 sh
3702170 labadmin  20   0  648796    168      0 S   0,0   0,0   0:00.37 check-n+
3760710 root      20   0       0      0      0 I   0,0   0,0   0:06.73 kworker+
4150232 root      20   0   12192   2320   2156 S   0,0   0,0   0:00.30 sshd
